EditorYear	EdiCount	AutCount
8	23	0.0
9	26	0.0
10	22	0.022222222222222223
11	15	0.022222222222222223
12	31	0.044444444444444446
13	49	0.04878048780487805
14	20	0.075
15	19	0.0
16	30	0.0
17	6	0.02564102564102564
18	5	0.08108108108108109
19	8	0.0
20	16	0.14285714285714285
21	8	0.058823529411764705
22	16	0.029411764705882353
23	8	0.08823529411764706
24	5	0.0
25	10	0.08823529411764706
26	6	0.17647058823529413
27	6	0.0
28	1	0.0
29	5	0.03225806451612903
30	3	0.13793103448275862
31	13	0.037037037037037035
32	4	0.038461538461538464
33	1	0.19230769230769232
34	6	0.08
35	4	0.04
36	6	0.28
37	1	0.0
38	3	0.043478260869565216
39	3	0.0
40	0	0.05
41	2	0.05
42	3	0.0
43	0	0.2777777777777778
44	0	0.0
-8	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	20	0.0
1	5	0.0
2	9	0.0
3	23	0.0
4	5	0.0
5	26	0.02127659574468085
6	39	0.021739130434782608
7	27	0.0
8	9	0.0
9	13	0.0
10	15	0.0
11	9	0.0
12	7	0.0
13	7	0.0
14	1	0.0
15	3	0.0
16	5	0.0
17	1	0.0
18	7	0.023809523809523808
19	4	0.0
20	10	0.02564102564102564
21	6	0.0
22	2	0.0
23	3	0.0
24	2	0.05555555555555555
25	0	0.0
26	0	0.0
27	5	0.0
28	2	0.0
29	41	0.0
30	3	0.1
31	1	0.03571428571428571
32	0	0.037037037037037035
33	0	0.0
34	0	0.0
35	0	0.0
36	1	0.0
37	4	0.0
-14	0	0.0
-15	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	5	5.0
0	4	1.0
1	7	3.0
2	9	1.0
3	11	0.0
4	6	1.0
5	5	0.0
6	7	0.0
7	10	0.0
8	8	0.0
9	4	0.0
10	4	0.0
11	4	0.0
12	1	0.0
13	3	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	13	0.0
1	9	0.0
2	6	0.0
3	3	0.0
4	24	0.0
5	4	0.0
6	6	0.0
7	6	0.0
8	5	0.0
9	4	0.0
10	35	0.0
11	22	0.0
12	19	0.0
13	11	0.0
14	15	0.0
15	34	0.0
16	27	0.0
17	80	0.0
18	30	0.0
19	30	0.0
20	65	0.0
21	94	0.0
22	63	0.0
23	67	0.0
24	55	0.0
25	40	0.0
26	161	0.0
27	98	0.0
28	106	0.0
29	97	0.0
30	136	0.0
31	120	0.0
32	65	0.0
33	53	0.0
-11	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	2.68
-12	0	2.76
-11	0	8.16
-10	0	4.32
-9	0	5.44
-8	1	9.48
-7	0	3.56
-6	5	3.68
-5	13	2.44
-4	18	3.88
-3	4	7.08
-2	11	2.64
-1	3	3.0
0	62	7.2
1	40	1.0
2	125	0.44
3	33	1.32
4	108	0.88
5	108	1.32
6	123	0.44
7	59	0.44
8	109	1.0
9	57	1.76
10	61	2.32
11	71	2.88
12	71	3.64
13	47	2.2
14	128	1.76
15	64	2.32
16	101	3.08
17	18	1.76
18	98	1.76
19	61	3.08
20	187	5.28
21	34	1.76
22	29	18.0
23	35	8.0
24	150	3.0
25	80	7.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	19	0.0
1	63	0.0
2	33	0.0
3	24	0.02
4	8	0.0
5	23	0.0
6	12	0.0
7	9	0.0
8	12	0.0
9	2	0.0
10	2	0.020833333333333332
11	1	0.0
12	3	0.0
13	3	0.0
14	2	0.0
15	1	0.022222222222222223
16	8	0.0
17	3	0.0
18	2	0.0
19	6	0.0
20	6	0.0
21	11	0.0
22	4	0.025
23	1	0.02631578947368421
24	11	0.0
25	7	0.02857142857142857
26	5	0.029411764705882353
27	12	0.029411764705882353
28	6	0.03125
29	1	0.0
30	1	0.0
31	1	0.0
32	1	0.045454545454545456
33	1	0.1
34	0	0.0
35	4	0.0
-11	0	0.0
36	3	0.2
37	3	0.0
38	3	0.16666666666666666
39	2	0.2
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	1	0.0
-4	0	0.24
-3	0	0.2
-2	0	0.56
-1	0	0.0
0	0	0.0
1	4	0.12
2	4	0.16
3	8	0.04
4	5	0.1
5	1	0.58
6	10	0.34
7	6	0.4186046511627907
8	9	0.37209302325581395
9	9	0.40476190476190477
10	5	0.7857142857142857
11	10	0.40476190476190477
12	6	0.7297297297297297
13	2	0.5945945945945946
14	4	0.8387096774193549
15	3	1.0
16	8	0.5555555555555556
17	17	0.8518518518518519
18	21	0.4074074074074074
19	19	0.48148148148148145
20	17	1.0740740740740742
21	23	0.88
22	36	2.176470588235294
23	59	5.8
24	80	1.5333333333333334
25	122	2.2
26	99	7.533333333333333
27	122	6.0
28	103	6.3
29	98	4.9
30	86	16.428571428571427
31	103	2.0
32	88	2.0
-28	0	0.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.48
-11	0	0.96
-10	3	0.0
-9	2	1.56
-8	0	1.04
-7	0	0.48
-6	0	0.48
-5	0	0.52
-4	1	0.48
-3	4	5.52
-2	4	1.48
-1	1	1.0
0	0	2.4
1	0	1.0
2	13	0.96
3	23	3.36
4	12	1.04
5	9	1.48
6	11	0.0
7	10	0.48
8	17	0.96
9	16	1.0
10	10	4.32
11	36	2.4
12	26	2.4
13	65	2.0
14	144	3.44
15	144	1.92
16	78	3.4
17	84	3.92
-31	0	0.0
-30	0	0.0
-29	0	0.0
18	33	9.0
19	8	1.0
20	6	4.0
21	2	4.0
22	2	5.0
23	0	14.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	7	0.0
-14	8	0.0
-13	6	0.0
-12	11	0.0
-11	13	0.0
-10	7	1.0
-9	18	4.0
-8	9	6.0
-7	7	36.0
-6	3	13.0
-5	6	11.0
-4	17	13.0
-3	7	17.0
-2	17	19.0
-1	11	11.0
0	23	32.0
1	27	0.0
2	18	1.0
3	26	3.0
4	34	5.0
5	17	6.0
6	56	1.0
7	41	3.0
8	52	0.0
9	43	1.0
10	27	0.0
11	49	0.0
12	31	1.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	22	0.0
1	5	0.0
2	25	0.0
3	13	0.0
4	14	0.0
5	7	0.0
6	34	0.0
7	6	0.0
8	51	0.0
9	2	0.0
10	29	0.0
11	3	0.0
12	9	0.0
13	14	0.0
14	5	0.0
15	1	0.0
16	2	0.0
17	7	0.029411764705882353
18	2	0.030303030303030304
19	0	0.06451612903225806
20	1	0.0
21	2	0.3076923076923077
-16	0	0.0
-15	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	56	0.0
1	71	0.0
2	33	0.06
3	23	0.0
4	45	0.0
5	79	0.0
6	92	0.0
7	52	0.0
8	33	0.0
9	58	0.0
10	39	0.0
11	61	0.0
12	32	0.14634146341463414
13	36	0.0
14	37	0.0
15	30	0.0
16	38	0.0
17	82	0.0
18	49	0.08571428571428572
19	158	0.0
20	112	0.0
21	171	0.0
22	99	0.21428571428571427
23	104	0.0
24	162	0.0
25	117	0.0
26	228	0.0
27	177	0.0
28	171	0.0
29	80	0.0
30	83	0.0
31	136	0.0
32	76	0.0
33	130	0.3333333333333333
-21	0	0.0
-22	0	0.0
-29	0	0.0
-28	0	0.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
