Discipline	Parent	Year0	Age	EPriorPaperCount	EPriorCitationCount	EHindex	ETop	EColabCount
Biology	86803240	2015	17	48	627	13	False	85
Biology	86803240	2015	18	48	627	13	False	85
Biology	86803240	2015	18	48	627	13	False	85
Biology	86803240	2015	18	51	630	14	False	85
Biology	86803240	2015	18	51	659	14	False	86
Biology	86803240	2015	18	52	690	14	False	87
Biology	86803240	2015	18	52	690	14	False	88
Biology	86803240	2015	18	52	690	14	False	89
Biology	86803240	2015	18	52	690	14	False	92
Biology	86803240	2015	19	52	690	15	False	92
Biology	86803240	2015	19	54	710	15	False	94
Biology	86803240	2015	19	55	710	15	False	95
Biology	86803240	2015	19	56	716	15	False	95
Biology	86803240	2015	19	56	724	15	False	95
Biology	86803240	2015	19	56	753	15	False	97
Biology	86803240	2015	19	57	772	15	False	97
Biology	86803240	2015	19	57	781	15	False	98
Biology	86803240	2015	19	57	802	15	False	103
Biology	86803240	2015	19	58	811	15	False	107
Biology	86803240	2015	19	59	821	15	False	109
Biology	86803240	2015	19	59	836	15	False	118
Biology	86803240	2015	20	60	869	15	False	119
Biology	86803240	2015	20	61	869	15	False	119
Biology	86803240	2015	20	62	873	16	False	119
Biology	86803240	2015	20	62	888	16	False	120
Biology	86803240	2015	20	62	897	16	False	123
Biology	86803240	2015	20	62	902	16	False	124
Biology	86803240	2015	20	64	905	16	False	125
Biology	86803240	2015	20	65	926	16	False	125
Biology	86803240	2015	20	66	952	16	False	129
Biology	86803240	2015	20	67	969	17	False	129
Biology	86803240	2015	21	67	973	17	False	132
Biology	86803240	2015	21	67	1003	17	False	133
Biology	86803240	2015	21	70	1008	17	False	139
Biology	86803240	2015	21	71	1022	17	False	140
Biology	86803240	2015	21	72	1027	17	False	143
Biology	86803240	2015	21	72	1028	17	False	145
Biology	86803240	2015	21	73	1035	18	False	145
Biology	86803240	2015	21	74	1047	18	False	147
Biology	86803240	2015	21	74	1052	18	False	147
Biology	86803240	2015	21	74	1060	18	False	150
Biology	86803240	2015	21	74	1081	18	False	150
Biology	86803240	2015	21	75	1100	18	False	151
Biology	86803240	2015	21	75	1191	18	False	152
Biology	86803240	2015	21	76	1230	18	False	152
Biology	86803240	2015	21	76	1282	18	False	152
Biology	86803240	2015	22	77	1284	18	False	153
Biology	86803240	2015	22	77	1295	19	False	155
Biology	86803240	2015	22	78	1300	19	False	156
Biology	86803240	2015	22	78	1329	19	False	157
Biology	86803240	2015	23	79	1334	20	False	157
Biology	86803240	2015	23	79	1389	20	False	157
Biology	86803240	2015	23	79	1397	20	False	158
Biology	86803240	2015	23	79	1422	20	False	159
Biology	86803240	2015	23	80	1429	20	False	160
Biology	86803240	2015	23	81	1438	20	False	164
Biology	86803240	2015	23	83	1503	20	False	164
Biology	86803240	2015	24	84	1551	21	False	165
Biology	86803240	2015	24	84	1555	21	False	167
Biology	86803240	2015	24	85	1556	21	False	168
Biology	86803240	2015	24	85	1589	21	False	169
Biology	86803240	2015	24	86	1595	21	False	170
Biology	86803240	2015	24	87	1639	21	False	172
Biology	86803240	2015	24	87	1655	22	False	176
Biology	86803240	2015	24	93	1719	22	False	181
Biology	86803240	2015	24	94	1722	22	False	181
Biology	86803240	2015	24	94	1735	22	False	184
Biology	86803240	2015	25	94	1789	22	False	184
Biology	86803240	2015	25	94	1893	22	False	186
Biology	86803240	2015	25	94	1902	22	False	186
Biology	86803240	2015	25	96	1902	23	False	191
Biology	86803240	2015	25	96	1926	23	False	192
Biology	86803240	2015	25	97	1926	23	False	194
Biology	86803240	2015	25	97	1950	23	False	196
Biology	86803240	2015	26	97	2021	23	False	200
Biology	86803240	2015	26	98	2024	23	False	205
Biology	86803240	2015	26	99	2071	24	False	205
Biology	86803240	2015	26	102	2074	24	False	205
Biology	86803240	2015	26	104	2218	24	False	214
Biology	86803240	2015	26	104	2343	24	False	224
Biology	86803240	2015	26	105	2390	25	False	229
Biology	86803240	2015	26	106	2461	25	False	243
Biology	86803240	2015	26	108	2469	25	False	249
Biology	86803240	2015	27	109	2490	25	False	251
Biology	86803240	2015	27	113	2511	26	False	251
Biology	86803240	2015	27	113	2528	26	False	259
Biology	86803240	2015	27	113	2637	26	False	259
Biology	86803240	2015	27	114	2742	27	False	259
Biology	86803240	2015	27	114	2793	27	False	262
Biology	86803240	2015	27	114	2803	27	False	266
Biology	86803240	2015	27	122	2844	27	False	269
Biology	86803240	2015	27	123	2906	28	False	269
Biology	86803240	2015	27	124	3051	28	False	280
Biology	86803240	2015	27	130	3152	29	False	284
Biology	86803240	2015	28	132	3159	29	False	287
Biology	86803240	2015	28	133	3159	29	False	291
Biology	86803240	2015	28	134	3210	29	False	294
Biology	86803240	2015	28	135	3334	30	False	298
Biology	86803240	2015	28	135	3352	30	False	303
Biology	86803240	2015	28	139	3380	30	False	306
Biology	86803240	2015	28	139	3530	30	False	310
Biology	86803240	2015	28	141	3702	31	False	310
Biology	86803240	2015	28	143	3736	31	False	320
Biology	86803240	2015	28	145	3736	31	False	321
Biology	86803240	2015	28	145	3858	31	False	322
Biology	86803240	2015	28	146	3919	31	False	324
Biology	86803240	2015	29	150	3955	32	False	329
Biology	86803240	2015	29	153	4015	32	False	332
Biology	86803240	2015	29	154	4027	33	False	335
Biology	86803240	2015	29	156	4086	33	False	338
Biology	86803240	2015	29	156	4107	34	False	338
Biology	86803240	2015	29	156	4198	34	False	338
Biology	86803240	2015	29	160	4229	34	False	350
Biology	86803240	2015	29	160	4252	35	False	359
Biology	86803240	2015	30	162	4257	35	False	362
Biology	86803240	2015	30	164	4346	35	False	366
Biology	86803240	2015	30	167	4366	35	False	369
Biology	86803240	2015	30	168	4419	35	True	372
Biology	86803240	2015	30	171	4542	36	True	384
Biology	86803240	2015	30	171	4549	37	True	387
Biology	86803240	2015	30	179	4756	37	True	390
Biology	86803240	2015	31	179	4846	38	True	396
Biology	86803240	2015	31	180	4848	38	True	399
Biology	86803240	2015	31	183	4869	38	True	407
Biology	86803240	2015	31	183	4886	38	True	411
Biology	86803240	2015	31	183	4908	38	True	417
Biology	86803240	2015	31	185	5142	38	True	422
Biology	86803240	2015	31	191	5184	39	True	423
Biology	86803240	2015	31	193	5290	39	True	430
Biology	86803240	2015	31	194	5525	39	True	437
Biology	86803240	2015	31	195	5703	39	True	438
Biology	86803240	2015	31	197	6123	39	True	439
Biology	86803240	2015	32	198	6498	39	True	442
Biology	86803240	2015	32	201	6509	40	True	443
Biology	86803240	2015	32	202	6566	40	True	451
Biology	86803240	2015	32	205	6708	41	True	459
Biology	86803240	2015	32	209	6710	41	True	478
Biology	86803240	2015	32	212	6783	42	True	501
Biology	86803240	2015	32	213	6827	42	True	511
Biology	86803240	2015	33	223	6861	42	True	532
Biology	86803240	2015	33	227	6929	43	True	533
Biology	86803240	2015	33	230	6999	44	True	544
Biology	86803240	2015	33	232	7084	44	True	548
Biology	86803240	2015	33	234	7356	45	True	549
Biology	86803240	2015	33	236	7677	45	True	551
Biology	86803240	2015	33	237	7713	47	True	559
Biology	86803240	2015	33	241	7848	47	True	562
Biology	86803240	2015	33	242	8026	47	True	572
Biology	86803240	2015	33	243	8056	47	True	581
Biology	86803240	2015	34	244	8130	47	True	596
Biology	86803240	2015	34	244	8399	49	True	600
Biology	86803240	2015	34	247	9019	50	True	601
Biology	86803240	2015	34	253	9460	50	True	606
Biology	86803240	2015	34	255	9888	50	True	614
Biology	86803240	2015	34	256	9892	50	True	621
Biology	86803240	2015	35	262	9902	50	True	653
Biology	86803240	2015	35	275	10121	50	True	655
Biology	86803240	2015	35	278	10134	51	True	658
Biology	86803240	2015	35	279	10579	51	True	664
Biology	86803240	2015	35	282	10624	52	True	696
Biology	86803240	2015	35	286	10628	53	True	704
Biology	86803240	2015	35	287	10837	54	True	728
Biology	86803240	2015	36	292	11297	54	True	758
Biology	86803240	2015	36	292	11374	54	True	761
Biology	86803240	2015	36	296	11474	55	True	784
Biology	86803240	2015	36	298	11760	56	True	786
Biology	86803240	2015	36	304	11944	57	True	792
Biology	86803240	2015	37	320	12147	59	True	801
Biology	86803240	2015	37	321	12232	59	True	808
Biology	86803240	2015	38	329	12422	59	True	846
Biology	86803240	2015	38	337	12496	59	True	866
Biology	86803240	2015	38	353	12505	60	True	889
Biology	86803240	2015	39	354	12865	61	True	891
Biology	86803240	2015	39	355	13935	63	True	894
Biology	86803240	2015	40	360	13945	64	True	897
Biology	86803240	2015	40	374	14605	64	True	930
Biology	86803240	2015	40	421	16372	64	True	936
Biology	86803240	2015	40	423	18901	64	True	948
Biology	86803240	2015	40	459	19212	66	True	1054
Biology	86803240	2015	41	476	19849	67	True	1120
Biology	86803240	2015	41	485	19993	68	True	1129
Biology	86803240	2015	41	500	19996	69	True	1156
Biology	86803240	2015	41	509	20051	69	True	1304
Biology	86803240	2015	41	514	20724	69	True	1352
Biology	86803240	2015	42	516	20917	70	True	1362
Biology	86803240	2015	42	541	23741	73	True	1475
Biology	86803240	2015	42	562	26612	73	True	1504
Biology	86803240	2015	42	630	27006	75	True	1598
Biology	86803240	2015	43	656	29131	81	True	1604
Biology	86803240	2015	43	676	29650	81	True	1651
Biology	86803240	2015	43	735	32311	90	True	1887
Biology	86803240	2015	43	824	33907	92	True	1966
Biology	86803240	2015	43	834	35187	97	True	2287
Biology	86803240	2015	43	887	37905	100	True	2318
Biology	86803240	2015	44	892	38893	102	True	2622
Biology	86803240	2015	45	950	43773	103	True	2772
Biology	86803240	2015	45	1130	45889	104	True	3915
Biology	86803240	2015	45	1136	50598	109	True	6692
Biology	86803240	2015	45	1582	53502	110	True	6802
Biology	86803240	2015	46	3461	60065	123	True	8514
Biology	86803240	2015	46	8782	88609	129	True	29962
Biology	86803240	2015	46	17172	166850	132	True	52281
Biology	86803240	2016	4	5	5	1	False	8
Biology	86803240	2016	4	6	6	1	False	8
Biology	86803240	2016	5	8	13	2	False	9
Biology	86803240	2016	7	10	17	2	False	9
Biology	86803240	2016	8	10	26	2	False	16
Biology	86803240	2016	8	11	29	2	False	22
Biology	86803240	2016	8	11	34	3	False	22
Biology	86803240	2016	8	13	39	3	False	25
Biology	86803240	2016	9	14	54	3	False	25
Biology	86803240	2016	9	15	61	4	False	27
Biology	86803240	2016	9	15	67	4	False	32
Biology	86803240	2016	10	15	81	5	False	33
Biology	86803240	2016	10	16	90	5	False	33
Biology	86803240	2016	10	17	91	5	False	35
Biology	86803240	2016	10	18	105	5	False	36
Biology	86803240	2016	10	18	108	5	False	36
Biology	86803240	2016	10	18	109	6	False	37
Biology	86803240	2016	10	18	115	6	False	37
Biology	86803240	2016	11	19	117	6	False	38
Biology	86803240	2016	11	19	126	6	False	38
Biology	86803240	2016	11	19	128	6	False	39
Biology	86803240	2016	12	20	129	6	False	41
Biology	86803240	2016	12	21	142	6	False	41
Biology	86803240	2016	13	21	147	7	False	42
Biology	86803240	2016	13	23	159	7	False	42
Biology	86803240	2016	13	23	180	7	False	43
Biology	86803240	2016	13	23	204	7	False	44
Biology	86803240	2016	13	24	206	7	False	44
Biology	86803240	2016	13	24	223	7	False	45
Biology	86803240	2016	13	24	248	7	False	46
Biology	86803240	2016	13	24	248	8	False	47
Biology	86803240	2016	13	25	262	8	False	48
Biology	86803240	2016	14	25	272	8	False	48
Biology	86803240	2016	14	25	273	9	False	49
Biology	86803240	2016	14	25	280	9	False	49
Biology	86803240	2016	14	25	285	9	False	49
Biology	86803240	2016	14	25	287	9	False	50
Biology	86803240	2016	14	26	290	9	False	50
Biology	86803240	2016	14	26	299	9	False	53
Biology	86803240	2016	14	27	314	9	False	54
Biology	86803240	2016	15	27	316	9	False	54
Biology	86803240	2016	15	29	319	9	False	55
Biology	86803240	2016	15	29	323	9	False	57
Biology	86803240	2016	15	29	333	9	False	57
Biology	86803240	2016	15	29	334	9	False	58
Biology	86803240	2016	15	29	350	9	False	60
Biology	86803240	2016	15	29	374	9	False	61
Biology	86803240	2016	15	30	397	10	False	63
Biology	86803240	2016	15	31	398	10	False	63
Biology	86803240	2016	15	32	432	10	False	66
Biology	86803240	2016	16	34	445	10	False	66
Biology	86803240	2016	16	34	446	10	False	67
Biology	86803240	2016	16	34	452	11	False	70
Biology	86803240	2016	16	35	458	11	False	72
Biology	86803240	2016	16	35	462	11	False	73
Biology	86803240	2016	16	36	475	11	False	74
Biology	86803240	2016	16	36	480	11	False	74
Biology	86803240	2016	16	36	496	11	False	78
Biology	86803240	2016	16	36	499	12	False	79
Biology	86803240	2016	17	37	513	12	False	79
Biology	86803240	2016	17	37	522	12	False	80
Biology	86803240	2016	17	37	528	12	False	85
Biology	86803240	2016	17	38	531	12	False	86
Biology	86803240	2016	17	38	535	12	False	86
Biology	86803240	2016	17	38	546	12	False	88
Biology	86803240	2016	17	39	564	13	False	90
Biology	86803240	2016	17	40	583	13	False	91
Biology	86803240	2016	17	41	596	13	False	92
Biology	86803240	2016	17	43	602	13	False	95
Biology	86803240	2016	17	44	604	13	False	97
Biology	86803240	2016	17	44	607	13	False	97
Biology	86803240	2016	17	45	623	13	False	97
Biology	86803240	2016	17	45	626	14	False	98
Biology	86803240	2016	18	46	632	14	False	99
Biology	86803240	2016	18	47	657	14	False	101
Biology	86803240	2016	18	48	686	14	False	102
Biology	86803240	2016	18	49	690	15	False	105
Biology	86803240	2016	18	49	714	15	False	105
Biology	86803240	2016	18	51	726	15	False	105
Biology	86803240	2016	18	51	731	15	False	105
Biology	86803240	2016	18	52	738	15	False	106
Biology	86803240	2016	18	52	739	15	False	109
Biology	86803240	2016	18	52	755	15	False	110
Biology	86803240	2016	18	53	770	15	False	113
Biology	86803240	2016	18	53	778	16	False	115
Biology	86803240	2016	18	53	790	16	False	115
Biology	86803240	2016	19	54	791	16	False	117
Biology	86803240	2016	19	55	817	16	False	117
Biology	86803240	2016	19	55	913	16	False	119
Biology	86803240	2016	19	56	919	16	False	120
Biology	86803240	2016	19	57	940	16	False	121
Biology	86803240	2016	19	59	944	16	False	122
Biology	86803240	2016	19	59	948	16	False	122
Biology	86803240	2016	19	59	950	16	False	122
Biology	86803240	2016	19	60	969	17	False	123
Biology	86803240	2016	19	60	999	17	False	124
Biology	86803240	2016	19	63	1026	17	False	124
Biology	86803240	2016	19	64	1031	17	False	126
Biology	86803240	2016	19	66	1063	17	False	129
Biology	86803240	2016	20	66	1068	17	False	129
Biology	86803240	2016	20	67	1077	17	False	130
Biology	86803240	2016	20	67	1077	17	False	133
Biology	86803240	2016	20	67	1084	17	False	134
Biology	86803240	2016	20	68	1122	17	False	134
Biology	86803240	2016	20	68	1124	17	False	135
Biology	86803240	2016	20	69	1155	17	False	143
Biology	86803240	2016	20	70	1178	17	False	144
Biology	86803240	2016	21	70	1182	18	False	144
Biology	86803240	2016	21	71	1243	18	False	152
Biology	86803240	2016	21	71	1273	18	False	162
Biology	86803240	2016	21	72	1280	18	False	165
Biology	86803240	2016	21	72	1331	18	False	165
Biology	86803240	2016	21	73	1372	18	False	167
Biology	86803240	2016	21	73	1389	18	False	169
Biology	86803240	2016	21	76	1393	18	False	170
Biology	86803240	2016	21	76	1418	19	False	172
Biology	86803240	2016	21	76	1419	19	False	174
Biology	86803240	2016	21	78	1458	19	False	175
Biology	86803240	2016	21	79	1467	20	False	178
Biology	86803240	2016	21	79	1491	20	False	179
Biology	86803240	2016	22	80	1494	20	False	181
Biology	86803240	2016	22	81	1495	20	False	183
Biology	86803240	2016	22	82	1496	20	False	183
Biology	86803240	2016	22	82	1535	20	False	183
Biology	86803240	2016	22	83	1562	20	False	185
Biology	86803240	2016	22	83	1599	20	False	187
Biology	86803240	2016	22	83	1625	20	False	187
Biology	86803240	2016	22	86	1630	21	False	187
Biology	86803240	2016	22	90	1644	21	False	188
Biology	86803240	2016	22	92	1675	21	False	190
Biology	86803240	2016	22	93	1677	21	False	193
Biology	86803240	2016	23	95	1677	21	False	194
Biology	86803240	2016	23	95	1747	21	False	199
Biology	86803240	2016	23	96	1753	21	False	199
Biology	86803240	2016	23	97	1785	21	False	199
Biology	86803240	2016	23	97	1809	22	False	200
Biology	86803240	2016	23	98	1821	22	False	201
Biology	86803240	2016	23	98	1833	22	False	210
Biology	86803240	2016	23	99	1852	22	False	212
Biology	86803240	2016	23	99	1888	22	False	214
Biology	86803240	2016	23	100	1898	23	False	218
Biology	86803240	2016	23	101	1898	23	False	220
Biology	86803240	2016	23	102	1967	23	False	223
Biology	86803240	2016	23	102	2017	23	False	223
Biology	86803240	2016	24	102	2029	23	False	229
Biology	86803240	2016	24	104	2043	23	False	229
Biology	86803240	2016	24	104	2079	24	False	230
Biology	86803240	2016	24	106	2100	24	False	233
Biology	86803240	2016	24	107	2136	24	False	233
Biology	86803240	2016	25	110	2178	25	False	233
Biology	86803240	2016	25	111	2236	25	False	236
Biology	86803240	2016	25	112	2297	25	False	243
Biology	86803240	2016	25	112	2314	25	False	251
Biology	86803240	2016	25	113	2340	25	False	252
Biology	86803240	2016	25	114	2350	25	False	255
Biology	86803240	2016	26	114	2369	25	False	258
Biology	86803240	2016	26	115	2475	26	False	259
Biology	86803240	2016	26	116	2524	26	False	262
Biology	86803240	2016	26	117	2561	26	False	265
Biology	86803240	2016	26	118	2563	26	False	267
Biology	86803240	2016	26	122	2583	26	False	267
Biology	86803240	2016	26	124	2691	26	False	268
Biology	86803240	2016	26	125	2698	26	False	269
Biology	86803240	2016	27	127	2705	26	False	276
Biology	86803240	2016	27	127	2740	27	False	278
Biology	86803240	2016	27	127	2798	27	False	280
Biology	86803240	2016	27	128	2839	27	False	281
Biology	86803240	2016	27	129	2873	27	False	286
Biology	86803240	2016	27	132	2896	27	False	290
Biology	86803240	2016	27	136	2940	28	False	292
Biology	86803240	2016	27	137	2965	28	False	293
Biology	86803240	2016	27	138	2981	28	False	310
Biology	86803240	2016	27	138	3007	29	False	321
Biology	86803240	2016	27	139	3126	29	False	325
Biology	86803240	2016	28	139	3132	29	False	329
Biology	86803240	2016	28	141	3157	29	False	332
Biology	86803240	2016	28	142	3183	30	True	333
Biology	86803240	2016	29	143	3203	30	True	335
Biology	86803240	2016	29	143	3274	30	True	340
Biology	86803240	2016	29	144	3283	30	True	340
Biology	86803240	2016	29	145	3382	31	True	343
Biology	86803240	2016	29	150	3382	32	True	372
Biology	86803240	2016	29	154	3404	32	True	378
Biology	86803240	2016	29	156	3569	32	True	384
Biology	86803240	2016	30	159	3582	32	True	391
Biology	86803240	2016	30	160	3630	32	True	404
Biology	86803240	2016	30	162	3787	32	True	405
Biology	86803240	2016	30	163	3810	32	True	408
Biology	86803240	2016	30	165	3829	33	True	409
Biology	86803240	2016	30	170	3961	33	True	417
Biology	86803240	2016	31	174	3978	33	True	418
Biology	86803240	2016	31	178	4142	33	True	421
Biology	86803240	2016	31	180	4363	34	True	427
Biology	86803240	2016	31	180	4394	34	True	427
Biology	86803240	2016	31	182	4488	34	True	434
Biology	86803240	2016	31	182	4525	34	True	435
Biology	86803240	2016	31	183	4810	35	True	437
Biology	86803240	2016	32	191	4847	36	True	447
Biology	86803240	2016	32	195	4960	36	True	450
Biology	86803240	2016	32	197	5170	36	True	468
Biology	86803240	2016	33	203	5445	36	True	480
Biology	86803240	2016	33	205	5610	37	True	495
Biology	86803240	2016	34	206	5686	37	True	499
Biology	86803240	2016	34	208	5861	38	True	500
